ts	subtopic	brief	prompt	notebook_id	audio	duration_s	wall_s
2026-08-29T16:39:56+00:00	1.1	KP1_M1_1.1_AudioBrief_v0.2.md	KP1_M1_1.1_NotebookLM_Prompt_v0.2.md	9d8572fa-927e-4af2-b11e-0033d35a3b7d	KP1_M1_1.1_Audio_v0.6.m4a	364.6	294
2026-08-29T16:58:58+00:00	1.1	KP1_M1_1.1_AudioBrief_v0.2.md	KP1_M1_1.1_NotebookLM_Prompt_v0.2.md	9d8572fa-927e-4af2-b11e-0033d35a3b7d	KP1_M1_1.1_Audio_v0.7.m4a	298.2	273
2026-08-29T17:05:41+00:00	1.5	KP1_M1_1.5_AudioBrief_v0.1.md	KP1_M1_1.5_NotebookLM_Prompt_v0.1.md	f1cce9ad-1003-4524-b137-c610a5708214	KP1_M1_1.5_Audio_v0.1.m4a	240.3	273
2026-08-29T17:11:08+00:00	1.6	KP1_M1_1.6_AudioBrief_v0.1.md	KP1_M1_1.6_NotebookLM_Prompt_v0.1.md	d486ed4c-fa0a-45aa-bc47-2789211a9f5d	KP1_M1_1.6_Audio_v0.1.m4a	263.7	297
2026-08-29T17:17:09+00:00	1.7	KP1_M1_1.7_AudioBrief_v0.1.md	KP1_M1_1.7_NotebookLM_Prompt_v0.1.md	1adb99e1-fb0a-4069-a131-09d6225be542	KP1_M1_1.7_Audio_v0.1.m4a	446.7	331
2026-08-29T17:33:03+00:00	1.8	KP1_M1_1.8_AudioBrief_v0.1.md	KP1_M1_1.8_NotebookLM_Prompt_v0.1.md	1980c9fe-28be-4776-b776-342d5c92f5dc	KP1_M1_1.8_Audio_v0.1.m4a	219.5	309
2026-08-29T18:13:17+00:00	1.2	KP1_M1_1.2_AudioBrief_v0.3.md	KP1_M1_1.2_NotebookLM_Prompt_v0.3.md	587c06c6-758b-407d-b2a2-adc193b1aaa5	KP1_M1_1.2_Audio_v0.4.m4a	276.2	259
2026-08-29T18:18:55+00:00	1.3	KP1_M1_1.3_AudioBrief_v0.2.md	KP1_M1_1.3_NotebookLM_Prompt_v0.2.md	4c1f78b9-4df6-483c-bb8d-e2d0737c6c3f	KP1_M1_1.3_Audio_v0.2.m4a	245.4	308
2026-08-29T18:24:12+00:00	1.4	KP1_M1_1.4_AudioBrief_v0.2.md	KP1_M1_1.4_NotebookLM_Prompt_v0.2.md	6c5dee6e-a972-4938-9300-ccbe4c172d56	KP1_M1_1.4_Audio_v0.2.m4a	272.0	287
2026-08-29T18:29:51+00:00	1.5	KP1_M1_1.5_AudioBrief_v0.1.md	KP1_M1_1.5_NotebookLM_Prompt_v0.1.md	f1cce9ad-1003-4524-b137-c610a5708214	KP1_M1_1.5_Audio_v0.2.m4a	347.5	309
2026-08-29T18:34:48+00:00	1.6	KP1_M1_1.6_AudioBrief_v0.1.md	KP1_M1_1.6_NotebookLM_Prompt_v0.1.md	d486ed4c-fa0a-45aa-bc47-2789211a9f5d	KP1_M1_1.6_Audio_v0.2.m4a	288.4	267
2026-08-29T18:39:24+00:00	1.7	KP1_M1_1.7_AudioBrief_v0.1.md	KP1_M1_1.7_NotebookLM_Prompt_v0.1.md	1adb99e1-fb0a-4069-a131-09d6225be542	KP1_M1_1.7_Audio_v0.2.m4a	300.8	246
2026-08-29T18:51:03+00:00	1.8	KP1_M1_1.8_AudioBrief_v0.1.md	KP1_M1_1.8_NotebookLM_Prompt_v0.1.md	1980c9fe-28be-4776-b776-342d5c92f5dc	KP1_M1_1.8_Audio_v0.2.m4a	295.6	286
2026-08-29T19:19:50+00:00	1.6	KP1_M1_1.6_AudioBrief_v0.2.md	KP1_M1_1.6_NotebookLM_Prompt_v0.2.md	d486ed4c-fa0a-45aa-bc47-2789211a9f5d	KP1_M1_1.6_Audio_v0.3.m4a	348.6	265
2026-08-29T19:28:30+00:00	1.6	KP1_M1_1.6_AudioBrief_v0.3.md	KP1_M1_1.6_NotebookLM_Prompt_v0.3.md	d486ed4c-fa0a-45aa-bc47-2789211a9f5d	KP1_M1_1.6_Audio_v0.4.m4a	204.8	317
2026-08-29T19:33:49+00:00	1.6	KP1_M1_1.6_AudioBrief_v0.3.md	KP1_M1_1.6_NotebookLM_Prompt_v0.3.md	d486ed4c-fa0a-45aa-bc47-2789211a9f5d	KP1_M1_1.6_Audio_v0.5.m4a	357.2	276
2026-08-29T19:40:21+00:00	1.6	KP1_M1_1.6_AudioBrief_v0.3.md	KP1_M1_1.6_NotebookLM_Prompt_v0.3.md	d486ed4c-fa0a-45aa-bc47-2789211a9f5d	KP1_M1_1.6_Audio_v0.6.m4a	258.3	328
