ts	subtopic	brief	prompt	notebook_id	audio	duration_s	wall_s
2026-09-12T11:22:29+00:00	5.1	KP1_M5_5.1_AudioBrief_v0.2.md	KP1_M5_5.1_NotebookLM_Prompt_v0.2.md	74b2fd6f-7ceb-492b-a5b7-37cd12bf8379	KP1_M5_5.1_Audio_v0.1.m4a	318.2	308
2026-09-12T11:29:30+00:00	5.1	KP1_M5_5.1_AudioBrief_v0.2.md	KP1_M5_5.1_NotebookLM_Prompt_v0.2.md	74b2fd6f-7ceb-492b-a5b7-37cd12bf8379	KP1_M5_5.1_Audio_v0.3.m4a	259.3	361
2026-09-12T11:34:54+00:00	5.1	KP1_M5_5.1_AudioBrief_v0.2.md	KP1_M5_5.1_NotebookLM_Prompt_v0.2.md	74b2fd6f-7ceb-492b-a5b7-37cd12bf8379	KP1_M5_5.1_Audio_v0.4.m4a	364.4	277
2026-09-12T11:42:44+00:00	5.1	KP1_M5_5.1_AudioBrief_v0.2.md	KP1_M5_5.1_NotebookLM_Prompt_v0.2.md	74b2fd6f-7ceb-492b-a5b7-37cd12bf8379	KP1_M5_5.1_Audio_v0.5.m4a	418.3	265
2026-09-12T11:49:34+00:00	5.1	KP1_M5_5.1_AudioBrief_v0.2.md	KP1_M5_5.1_NotebookLM_Prompt_v0.2.md	74b2fd6f-7ceb-492b-a5b7-37cd12bf8379	KP1_M5_5.1_Audio_v0.7.m4a	317.8	338
2026-09-12T11:54:28+00:00	5.2	KP1_M5_5.2_AudioBrief_v0.2.md	KP1_M5_5.2_NotebookLM_Prompt_v0.2.md	fc455596-77be-4cae-9a0c-ef24fb8f1d48	KP1_M5_5.2_Audio_v0.2.m4a	371.1	263
2026-09-12T11:59:26+00:00	5.2	KP1_M5_5.2_AudioBrief_v0.2.md	KP1_M5_5.2_NotebookLM_Prompt_v0.2.md	fc455596-77be-4cae-9a0c-ef24fb8f1d48	KP1_M5_5.2_Audio_v0.4.m4a	154.0	231
2026-09-12T12:04:10+00:00	5.2	KP1_M5_5.2_AudioBrief_v0.2.md	KP1_M5_5.2_NotebookLM_Prompt_v0.2.md	fc455596-77be-4cae-9a0c-ef24fb8f1d48	KP1_M5_5.2_Audio_v0.5.m4a	344.5	242
2026-09-12T12:09:27+00:00	5.3	KP1_M5_5.3_AudioBrief_v0.2.md	KP1_M5_5.3_NotebookLM_Prompt_v0.2.md	ec4fdbf0-8538-4b85-8839-8bbedb08e298	KP1_M5_5.3_Audio_v0.1.m4a	295.3	254
2026-09-12T12:13:48+00:00	5.4	KP1_M5_5.4_AudioBrief_v0.2.md	KP1_M5_5.4_NotebookLM_Prompt_v0.2.md	510840d7-7174-46f8-b269-673352ef8b5b	KP1_M5_5.4_Audio_v0.1.m4a	221.5	230
2026-09-12T12:19:16+00:00	5.4	KP1_M5_5.4_AudioBrief_v0.2.md	KP1_M5_5.4_NotebookLM_Prompt_v0.2.md	510840d7-7174-46f8-b269-673352ef8b5b	KP1_M5_5.4_Audio_v0.3.m4a	319.5	263
2026-09-12T12:23:47+00:00	5.5	KP1_M5_5.5_AudioBrief_v0.2.md	KP1_M5_5.5_NotebookLM_Prompt_v0.2.md	2236e29e-31d8-41e3-8970-6bd28a401cb2	KP1_M5_5.5_Audio_v0.1.m4a	326.6	241
2026-09-12T12:29:03+00:00	5.5	KP1_M5_5.5_AudioBrief_v0.2.md	KP1_M5_5.5_NotebookLM_Prompt_v0.2.md	2236e29e-31d8-41e3-8970-6bd28a401cb2	KP1_M5_5.5_Audio_v0.3.m4a	277.0	250
2026-09-12T12:33:59+00:00	5.5	KP1_M5_5.5_AudioBrief_v0.2.md	KP1_M5_5.5_NotebookLM_Prompt_v0.2.md	2236e29e-31d8-41e3-8970-6bd28a401cb2	KP1_M5_5.5_Audio_v0.4.m4a	369.8	263
2026-09-12T12:39:20+00:00	5.6	KP1_M5_5.6_AudioBrief_v0.2.md	KP1_M5_5.6_NotebookLM_Prompt_v0.2.md	8eb83b04-fead-4860-980f-9325a359c28f	KP1_M5_5.6_Audio_v0.1.m4a	318.3	250
2026-09-12T12:44:55+00:00	5.6	KP1_M5_5.6_AudioBrief_v0.2.md	KP1_M5_5.6_NotebookLM_Prompt_v0.2.md	8eb83b04-fead-4860-980f-9325a359c28f	KP1_M5_5.6_Audio_v0.3.m4a	368.6	273
2026-09-12T12:50:29+00:00	5.6	KP1_M5_5.6_AudioBrief_v0.2.md	KP1_M5_5.6_NotebookLM_Prompt_v0.2.md	8eb83b04-fead-4860-980f-9325a359c28f	KP1_M5_5.6_Audio_v0.5.m4a	397.9	271
