ts	subtopic	brief	prompt	notebook_id	audio	duration_s	wall_s
2026-09-10T18:48:24+00:00	4.4	KP1_M4_4.4_AudioBrief_v0.2.md	KP1_M4_4.4_NotebookLM_Prompt_v0.2.md	c973c5c3-a6d7-4f90-acc4-47e3fe874732	KP1_M4_4.4_Audio_v0.5.m4a	341.9	269
2026-09-10T18:54:39+00:00	4.4	KP1_M4_4.4_AudioBrief_v0.2.md	KP1_M4_4.4_NotebookLM_Prompt_v0.2.md	c973c5c3-a6d7-4f90-acc4-47e3fe874732	KP1_M4_4.4_Audio_v0.7.m4a	386.1	311
2026-09-10T19:02:10+00:00	4.4	KP1_M4_4.4_AudioBrief_v0.2.md	KP1_M4_4.4_NotebookLM_Prompt_v0.2.md	c973c5c3-a6d7-4f90-acc4-47e3fe874732	KP1_M4_4.4_Audio_v0.9.m4a	267.6	382
2026-09-10T19:09:25+00:00	4.6	KP1_M4_4.6_AudioBrief_v0.2.md	KP1_M4_4.6_NotebookLM_Prompt_v0.2.md	1513d42a-f4ab-4563-b0f3-7b4685ba8ffa	KP1_M4_4.6_Audio_v0.8.m4a	263.1	340
2026-09-10T19:19:44+00:00	4.6	KP1_M4_4.6_AudioBrief_v0.2.md	KP1_M4_4.6_NotebookLM_Prompt_v0.2.md	1513d42a-f4ab-4563-b0f3-7b4685ba8ffa	KP1_M4_4.6_Audio_v0.9.m4a	390.4	276
2026-09-10T19:24:59+00:00	4.6	KP1_M4_4.6_AudioBrief_v0.2.md	KP1_M4_4.6_NotebookLM_Prompt_v0.2.md	1513d42a-f4ab-4563-b0f3-7b4685ba8ffa	KP1_M4_4.6_Audio_v0.11.m4a	368.2	245
2026-09-10T19:30:53+00:00	4.6	KP1_M4_4.6_AudioBrief_v0.2.md	KP1_M4_4.6_NotebookLM_Prompt_v0.2.md	1513d42a-f4ab-4563-b0f3-7b4685ba8ffa	KP1_M4_4.6_Audio_v0.13.m4a	315.1	288
2026-09-10T19:36:26+00:00	4.7	KP1_M4_4.7_AudioBrief_v0.2.md	KP1_M4_4.7_NotebookLM_Prompt_v0.2.md	de44ca34-7e92-4cbf-bdb0-b32f1371e675	KP1_M4_4.7_Audio_v0.10.m4a	301.9	267
2026-09-10T19:42:06+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.8.m4a	362.7	278
2026-09-10T19:48:15+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.10.m4a	354.1	298
2026-09-10T19:55:50+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.12.m4a	357.7	277
2026-09-10T20:01:31+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.14.m4a	376.0	277
2026-09-10T20:07:19+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.16.m4a	252.5	278
2026-09-10T20:13:21+00:00	4.7	KP1_M4_4.7_AudioBrief_v0.2.md	KP1_M4_4.7_NotebookLM_Prompt_v0.2.md	de44ca34-7e92-4cbf-bdb0-b32f1371e675	KP1_M4_4.7_Audio_v0.12.m4a	291.8	277
2026-09-12T08:18:45+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.18.m4a	390.1	300
2026-09-12T08:23:55+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.20.m4a	279.2	242
2026-09-12T08:29:04+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.22.m4a	236.3	253
2026-09-12T08:34:21+00:00	4.6	KP1_M4_4.6_AudioBrief_v0.2.md	KP1_M4_4.6_NotebookLM_Prompt_v0.2.md	1513d42a-f4ab-4563-b0f3-7b4685ba8ffa	KP1_M4_4.6_Audio_v0.15.m4a	318.6	242
2026-09-12T08:39:08+00:00	4.7	KP1_M4_4.7_AudioBrief_v0.2.md	KP1_M4_4.7_NotebookLM_Prompt_v0.2.md	de44ca34-7e92-4cbf-bdb0-b32f1371e675	KP1_M4_4.7_Audio_v0.14.m4a	355.6	257
2026-09-12T08:43:31+00:00	4.8	KP1_M4_4.8_AudioBrief_v0.2.md	KP1_M4_4.8_NotebookLM_Prompt_v0.2.md	3bf61c07-083b-4c7e-a13f-8defe3f461fd	KP1_M4_4.8_Audio_v0.8.m4a	266.3	232
2026-09-12T08:48:05+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.24.m4a	260.2	251
2026-09-12T08:53:28+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.26.m4a	290.1	262
2026-09-12T08:59:13+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.28.m4a	403.8	286
2026-09-12T09:05:00+00:00	4.7	KP1_M4_4.7_AudioBrief_v0.2.md	KP1_M4_4.7_NotebookLM_Prompt_v0.2.md	de44ca34-7e92-4cbf-bdb0-b32f1371e675	KP1_M4_4.7_Audio_v0.16.m4a	314.7	271
2026-09-12T09:10:47+00:00	4.8	KP1_M4_4.8_AudioBrief_v0.2.md	KP1_M4_4.8_NotebookLM_Prompt_v0.2.md	3bf61c07-083b-4c7e-a13f-8defe3f461fd	KP1_M4_4.8_Audio_v0.9.m4a	307.4	294
2026-09-12T09:16:17+00:00	4.8	KP1_M4_4.8_AudioBrief_v0.2.md	KP1_M4_4.8_NotebookLM_Prompt_v0.2.md	3bf61c07-083b-4c7e-a13f-8defe3f461fd	KP1_M4_4.8_Audio_v0.11.m4a	317.9	272
2026-09-12T09:21:39+00:00	4.8	KP1_M4_4.8_AudioBrief_v0.2.md	KP1_M4_4.8_NotebookLM_Prompt_v0.2.md	3bf61c07-083b-4c7e-a13f-8defe3f461fd	KP1_M4_4.8_Audio_v0.13.m4a	369.5	262
2026-09-12T10:22:54+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.30.m4a	241.3	254
2026-09-12T10:28:13+00:00	4.3	KP1_M4_4.3_AudioBrief_v0.2.md	KP1_M4_4.3_NotebookLM_Prompt_v0.2.md	9dd6c2d9-80b9-40f1-a6d5-23c4faafb71c	KP1_M4_4.3_Audio_v0.32.m4a	336.0	262
2026-09-12T10:33:37+00:00	4.8	KP1_M4_4.8_AudioBrief_v0.2.md	KP1_M4_4.8_NotebookLM_Prompt_v0.2.md	3bf61c07-083b-4c7e-a13f-8defe3f461fd	KP1_M4_4.8_Audio_v0.15.m4a	277.3	287
2026-09-12T10:38:56+00:00	4.8	KP1_M4_4.8_AudioBrief_v0.2.md	KP1_M4_4.8_NotebookLM_Prompt_v0.2.md	3bf61c07-083b-4c7e-a13f-8defe3f461fd	KP1_M4_4.8_Audio_v0.17.m4a	223.7	260
2026-09-12T10:44:14+00:00	4.8	KP1_M4_4.8_AudioBrief_v0.2.md	KP1_M4_4.8_NotebookLM_Prompt_v0.2.md	3bf61c07-083b-4c7e-a13f-8defe3f461fd	KP1_M4_4.8_Audio_v0.19.m4a	369.6	264
